CollectabilityID,ProviderID,TimeFrom,TimeTo,Town,Location,Sensortype,IoTDevice,Restrictions,Comment,TopicName,Provider IP,ZTNetworkID
kcgppes,PZA,2021-10-14 05:31,2021-01-19 17:25,Bray,Kitchen,MotionSensor,Asus Pegasus (X002),None,None,crazily1necessary1copy0zebra0,192.168.0.108,o4hiuz5h630jvi8v
dqkeinw,PZA,2021-03-16 11:32,2021-07-28 12:20,Belfast,GuestRoom,VisionAndImaging Sensor,Oppo Reno4/Pro,None,None,owlishly1harmonious1desert0jail1,192.168.0.108,apneovwjunmfhf6v
05iwumm,BCX,2021-07-04 19:52,2021-12-12 05:51,Kilkenny,Familyroom,ParticleSensor,Nubia Z17 mini,None,None,curiously0brave0heal0cough0,#N/A,7dy5ik5jehbnn5yc
jpnp6cu,HKX,2021-10-27 14:39,2021-01-14 01:04,Laytown-Bettystown-Mornington,Familyroom,FlameSensor,Honor 3C Play,None,None,anyway0blue001home0,201.215.235.109,hwi477v0z35qjt8o
yxv7wxk,GWG,2021-02-14 14:52,2021-11-27 06:46,Ballymena,GuestRoom,ParticleSensor,Oppo A72/A92s,None,None,owlishly1wretched000religion1,201.215.235.109,cir5k6j7cn5u7yx4
hd110r9,SLZ,2021-07-29 00:33,2021-12-21 09:42,Newtownabbey,#REF!,FlameSensor,Honor 3C Play,None,None,unnecessarily0spiteful001plate1,192.168.0.108,cir5k6j7cn5u7yx4
cbyvozo,HKX,2022-02-22 11:05,2021-02-23 20:15,Larne,Backyard,ProximitySensor,Huawei Nova 8 SE,None,None,unaccountably0adaptable0heal0pear0,201.215.235.109,wwc5rq2o0ju197if
tmkbitf,UWS,2022-02-04 22:02,2021-10-16 15:43,Armagh,Bathroom,LeakSensor,Honor 6A,None,None,normally1tacky1paddle0teaching1,192.168.0.108,k8seh1oh00wsfmv5
c30oxmc,PXK,2022-02-21 04:49,2021-12-19 18:41,Navan,Bedroom,RadiationSensor,Huawei Ascend P2,None,None,enthusiastically0lame1pack0design0,192.168.0.108,q31fts8pmucz3m1v
pucjfth,UWS,2022-02-22 03:00,2021-10-07 09:03,Cookstown,Garage,ParticleSensor,HTC Desire,None,None,likely0fancy0spell0parcel1,192.168.0.108,ut79tod87tkvjybf
49oljn1,WRV,2022-05-31 13:21,2021-03-03 06:45,Midleton,Diningroom,LeakSensor,Oppo Find,None,None,coolly1tranquil101insurance1,192.168.0.108,ueht498angrv3ci7
23037k0,UFF,2021-09-22 23:46,2021-07-16 05:44,Dundalk,Bedroom,ParticleSensor,HTC Desire 520,None,None,thoroughly1blue0bump1hat1,192.168.0.108,qe6rie9fhd65tb6w
hu6y6bt,GWG,2022-05-11 22:59,2021-02-07 13:22,Tralee,Bathroom,PhotoelectricSensor,Honor 3C,None,None,however1determined1switch0hair0,201.215.235.109,jkn28jqtzca7n03l
2jkhsey,FRE,2022-05-27 02:54,2021-03-29 13:40,Omagh,Basement,ParticleSensor,HTC Butterfly S,None,None,broadly1blue1continue0walk1,201.215.235.109,1w4p4nvryplyreib
iix4oj9,FLF,2022-02-06 12:40,2022-04-01 06:53,#REF!,Frontyard,FlameSensor,Samsung Galaxy S6 Edge+,None,None,kissingly0shaky101control0,201.215.235.109,c1l1nl7obwvny90q
7atmr1t,FVC,2022-03-27 13:57,2022-05-12 07:15,Banbridge,Kitchen,LeakSensor,#REF!,None,None,warmly1madly101parcel1,201.215.235.109,dju81a29lo4lj14u
erm6h6a,PCS,2022-05-23 18:25,2021-03-10 04:54,Larne,Backyard,ParticleSensor,Sony Xperia 5 II,None,None,arrogantly0eager100hat1,188.247.201.145,3v7p8lvfbcpu48r8
snbzrku,GRM,2021-06-25 15:05,2021-01-13 20:50,Balbriggan,Basement,VisionAndImaging Sensor,Samsung Galaxy S3,None,None,accidentally0faint1double0harmony0,201.215.235.109,hwi477v0z35qjt8o
8oh5r45,PZA,2021-02-26 18:06,2021-12-30 10:57,Cobh,Bedroom,MotionSensor,Asus PadFone Infinity 2,None,None,miserably0chivalrous001wealth1,192.168.0.108,t8c5v3kytd2qdhcf
78a2asp,PXK,2021-09-02 01:51,2021-03-27 20:34,Derry,Basement,PositionSensor,HTC Desire 20+,None,None,truly0ragged1need0bat1,192.168.0.108,ueht498angrv3ci7
4oycikb,KTC,2021-02-20 23:19,2021-07-15 06:59,Maynooth,Frontyard,FlameSensor,HTC Desire HD,None,None,usefully1round0water0pigs1,201.215.235.109,qjfg1kokj9pqw4gm
nc9udts,HKX,2021-07-04 16:28,2021-10-29 04:43,Bangor,Frontyard,TemperatureSensor,Honor 20 Pro,None,None,tremendously1selfish101minute1,201.215.235.109,s6jcxnfn8ck7uiyz
vq3zgdu,LYC,2021-09-07 15:41,2022-03-09 04:52,Wexford,Familyroom,PhotoelectricSensor,Huawei Nova 2/Plus,None,None,healthily1evasive1snow0plastic0,201.215.235.109,6k8amck971r7415w
hbg7j8y,FRE,2021-09-03 22:10,2022-06-03 10:12,Belfast,Basement,ParticleSensor,HTC Desire VC,None,None,reproachfully1stale1jog1weight1,201.215.235.109,msr8qbh88eeuu69g
2di0rq2,FRE,2021-12-30 13:55,2021-03-01 08:59,Belfast,Familyroom,TemperatureSensor,Nokia C2 Tennen,None,None,usefully0ragged100parcel0,201.215.235.109,s085g6jmp2v3gs14
f64n5ni,EZY,2021-10-27 16:32,2021-08-27 01:44,Sligo,Garage,ElectricalSensor,Nubia Red Magic,None,None,quietly0recondite0stay1beef1,201.215.235.109,milc8lbibmlyfk66
1giolnd,BCX,2021-08-26 23:57,2021-04-24 08:17,Carrickfergus,GuestRoom,FlawSensor,HTC One Remix,None,None,enthusiastically0maddening0lick0approval0,#N/A,ueht498angrv3ci7
gp6kcxm,PZA,2021-07-28 01:57,2022-04-19 02:16,#REF!,Garage,ContactSensor,Sony Xperia 1 II,None,None,warmly1alluring101crowd0,192.168.0.108,3rfv057vluihv3az
gjmkv9d,THA,2022-05-21 05:33,2021-07-18 12:43,Omagh,Bathroom,PressureSensor,HTC Desire C,None,None,greatly1stormy1provide1building1,192.168.0.108,trge3fb3wlkx54fv
r1tbjph,GRM,2021-03-26 16:08,2022-02-07 07:26,Enniskillen,Livingroom,ElectricalSensor,Samsung Galaxy Fold,None,None,frankly0nostalgic0earn0downtown1,201.215.235.109,ulglcbmlf0bbhgpb
t54apsx,JNU,2021-04-03 14:52,2021-02-19 10:28,Tralee,Familyroom,FlawSensor,Sony Xperia XA1 Ultra,None,None,repeatedly1madly1count1sun1,201.215.235.109,61lplzylaj3rc6ej
a2c1oh9,KTC,2022-04-25 13:59,2021-11-28 10:49,Enniskillen,Frontyard,LeakSensor,HTC Desire 620/G,None,None,sleepily1alluring1present1engine1,201.215.235.109,uwijmm66u1c5glkj
2bhgjn5,PCS,2021-07-11 06:11,2021-11-24 03:04,Newry,GuestRoom,ContactSensor,Samsung Galaxy C8,None,None,certainly0splendid1spell1table1,188.247.201.145,77pp7adrvnrqzy59
dgzz0n1,WRV,2021-04-23 19:58,2021-07-23 06:58,Enniskillen,Bedroom,VisionAndImaging Sensor,Honor 9N,None,None,automatically1shut101basketball0,192.168.0.108,tojeh43l2jcm86jh
vrwtxgt,FVC,2021-08-10 19:41,2021-08-07 18:04,Carlow,Bathroom,MetalSensor,Honor 5A,None,None,gleefully1zealous1squeak1alarm0,201.215.235.109,q31fts8pmucz3m1v
1dwftnc,GHC,2021-12-25 10:44,2021-09-14 14:01,Swords,Bathroom,ProximitySensor,Samsung Galaxy S4 Zoom,None,None,loyally0sweet0flow0trucks1,201.215.235.109,rqsi2p4cpu0vxco4
xm7pt82,HKX,2022-06-03 17:38,2021-04-18 00:54,Cork,Basement,MotionSensor,Samsung Galaxy A30s/A50s,None,None,else0ahead000visitor1,201.215.235.109,kj0a1jq8i9xmga68
eq08eb7,PXK,2022-04-04 06:28,2021-11-30 06:33,Antrim,Familyroom,PhotoelectricSensor,Samsung Galaxy A31,None,None,readily0spooky001house1,192.168.0.108,b1k0vea1fk017q9m
b1ix3zx,PZA,2021-02-06 04:55,2021-02-02 05:46,Coleraine,GuestRoom,ContactSensor,HTC Desire 326G,None,None,youthfully0lame000throat0,192.168.0.108,p3zcg0317dvsflqm
1ebv0fy,UWS,2021-04-01 12:35,2021-01-15 23:25,Lisburn,Garage,PositionSensor,Samsung Galaxy A52/A52 5G,None,None,tediously0abandoned1file0existence0,192.168.0.108,ee7iao8t9o6ki77e
jr11pbl,UFF,2021-07-18 18:21,2021-10-19 08:30,Greystones,Familyroom,PhotoelectricSensor,Sony Xperia XA,None,None,upliftingly0sable101wood0,192.168.0.108,ncehkqabojjqj3y7
93i85ng,UFF,2021-11-08 23:41,2021-04-08 21:58,Drogheda,Frontyard,PressureSensor,OnePlus 7T,None,None,anyway1lackadaisical001sail1,192.168.0.108,m5mb9ns6fby8usbq
93m83cu,GHC,2021-09-24 11:13,2021-12-29 16:25,Carlow,Familyroom,VisionAndImaging Sensor,Huawei Ascend Mate,None,None,briefly1calm1kill0head1,201.215.235.109,ut79tod87tkvjybf
cxbzvph,PZA,2022-02-10 01:07,2022-01-06 07:19,Castlebar,GuestRoom,ParticleSensor,Honor Magic,None,None,regularly1imaginary100home0,192.168.0.108,yveso0u9t6nczfyz
vlxoya0,ETF,2022-05-14 14:54,2021-07-08 14:35,Balbriggan,Basement,PhotoelectricSensor,Nubia M2/lite,None,None,mysteriously1standing0sprout0temper1,201.215.235.109,q04dz7qzqnatqjnd
chnzkg8,FLF,2021-09-07 13:03,2021-08-31 02:06,Larne,#REF!,ProximitySensor,Sony Xperia XA1 Ultra,None,None,properly0uppity000plastic1,201.215.235.109,p3zcg0317dvsflqm
lv10lr0,UWS,2021-02-22 00:53,2021-08-15 16:50,Carrigaline,Familyroom,LevelSensor,Honor Play 4T/Pro,None,None,properly0mature0yawn1minute1,192.168.0.108,cir5k6j7cn5u7yx4
d1bt59y,THA,2021-10-30 09:09,2021-05-20 10:39,Swords,#REF!,ElectricalSensor,HTC One M9,None,None,specifically0halting0grab0ghost1,192.168.0.108,n336d0kj387ysry3
pd2p8ga,LYC,2022-04-19 08:05,2021-02-03 17:27,Navan,Bedroom,FlameSensor,Honor 7A,None,None,cruelly1tender101bone0,201.215.235.109,x8k2fx39v29xlz2l
ex7r7im,BCX,2021-10-09 23:10,2022-02-27 02:27,Newry,Kitchen,FlawSensor,HTC Desire 625,None,None,anyway1cute1wash1table1,#N/A,85omujsnb2bjrec9
iaf1i8h,HAB,2021-09-04 12:59,2021-05-07 17:44,Sligo,Familyroom,FlameSensor,Galaxy Nexus,None,None,gratefully0elfin1stay0suggestion1,201.215.235.109,1w4p4nvryplyreib
o13q88z,MHE,2022-01-03 19:24,2021-04-24 03:48,Portlaoise,Bedroom,ElectricalSensor,Honor Play 4T/Pro,None,None,cruelly0wretched0tie1beef1,201.215.235.109,85omujsnb2bjrec9
sgcxmlx,SLZ,2022-01-12 05:02,2021-12-24 13:00,Limerick,Frontyard,ContactSensor,HTC Desire U,None,None,solemnly1dreary1allow0weight0,192.168.0.108,msr8qbh88eeuu69g
63im19u,MCY,2021-08-26 13:22,2021-12-26 19:07,Tullamore,Basement,PressureSensor,HTC One Mini,None,None,recklessly0five000trains1,201.215.235.109,ep5y6wvuh827xfd3
ca00xu2,GWG,2021-06-14 20:13,2022-04-27 22:00,Banbridge,Bedroom,TemperatureSensor,Oppo Find X3 Neo/Lite,None,None,jubilantly0chivalrous100lettuce1,201.215.235.109,dju81a29lo4lj14u
hvqq5lp,WRV,2021-02-06 00:32,2022-04-17 01:03,Ennis,Garage,ElectricalSensor,Nokia 1 Plus,None,None,jubilantly1splendid1knot1ear0,192.168.0.108,nldvbvgmscstwzgy
40kk3q0,MHE,2021-12-27 23:59,2021-12-15 09:50,Athlone,Bathroom,LeakSensor,Nokia 4.2,None,None,inwardly0wandering0raise0mask0,201.215.235.109,t8c5v3kytd2qdhcf
8m5twyl,HKX,2021-05-23 14:35,2022-06-01 03:21,Carlow,Garage,MetalSensor,HTC 10 evo,None,None,daintily1elfin0rush1grandfather0,201.215.235.109,q31fts8pmucz3m1v
dc5lexb,MCY,2022-03-23 15:23,2021-12-22 22:31,Strabane,Diningroom,MetalSensor,Honor 7X,None,None,madly1tasteless0joke1sun0,201.215.235.109,trge3fb3wlkx54fv
m0lqvfb,FVC,2021-06-06 03:43,2021-11-28 02:40,Cookstown,Familyroom,ElectricalSensor,Sony Xperia XA1 Plus,None,None,boastfully1ill101nerve1,201.215.235.109,nldvbvgmscstwzgy
n48e9ff,UFF,2021-07-22 13:46,2021-08-16 21:13,Midleton,Garage,LevelSensor,Oppo A72/A92s,None,None,sometimes0recondite000canvas1,192.168.0.108,iok5x3b1b4fy4kiv
n44pb6r,PCS,2022-02-16 09:22,2022-05-12 14:44,Newbridge,GuestRoom,FlawSensor,Pixel 5,None,None,curiously1purple0admit1grass0,188.247.201.145,2dyoxu7gvt2edotl
jp9d3t6,GRM,2022-03-09 06:08,2021-09-05 02:37,Carrigaline,Garage,PhotoelectricSensor,Honor 6,None,None,nearly1big101flesh0,201.215.235.109,knmf3vubnsfem4xr
m3wm7ra,GWG,2021-10-29 22:13,2021-03-10 09:50,Tralee,Diningroom,ParticleSensor,Samsung Galaxy S8/+,None,None,effectively0spectacular0jog1taste0,201.215.235.109,3rfv057vluihv3az
8l48t65,GWG,2021-01-16 11:38,2021-05-26 17:45,#REF!,Familyroom,FlawSensor,Huawei Sonic,None,None,sheepishly1lively1sparkle0ants1,201.215.235.109,ncehkqabojjqj3y7
g8dfmhl,UWS,2021-06-10 20:40,2021-09-20 18:57,Laytown-Bettystown-Mornington,Familyroom,MotionSensor,Sony Xperia Z5/Compact,None,None,completely0narrow101club1,192.168.0.108,x8k2fx39v29xlz2l
r04f7io,GRM,2021-02-02 17:13,2022-04-21 23:09,Larne,Basement,ElectricalSensor,Oppo A73 5G,None,None,jubilantly0holistic000fruit0,201.215.235.109,3v7p8lvfbcpu48r8
ygc3lt7,GHC,2021-09-04 22:32,2021-10-07 20:29,Athlone,Basement,PhotoelectricSensor,Honor 3C 4G,None,None,unnecessarily0nifty0jog1tree1,201.215.235.109,s085g6jmp2v3gs14
jc993fh,EZY,2021-10-25 04:56,2021-10-03 13:41,Newtownards,Kitchen,ParticleSensor,Samsung Galaxy A8/Duos,None,None,accidentally0sweet100fruit1,201.215.235.109,p7cudq83woujsfif
miq0ubr,FVC,2021-03-01 10:41,2021-11-05 08:58,Cobh,Garage,ElectricalSensor,HTC Rhyme,None,None,shyly0goofy0sparkle0waves1,201.215.235.109,olhnp0uuzkec6y1m
sydew3r,MCY,2021-01-27 06:49,2021-07-13 13:11,Wexford,Kitchen,TemperatureSensor,Oppo Reno2,None,None,playfully0giant1knit1plate0,201.215.235.109,ppt9jmamgd59gls5
w9ejnon,FLF,2022-04-10 14:54,2021-12-27 23:34,Swords,Garage,ContactSensor,Samsung Galaxy S5,None,None,zealously1solid0use1lock0,201.215.235.109,0ucos3od59yrm896
58t66x3,FVC,2021-10-11 11:58,2021-08-05 19:35,Swords,Backyard,VisionAndImaging Sensor,Honor 9,None,None,queasily0sparkling001tendency0,201.215.235.109,dju81a29lo4lj14u
ob8cyu8,MHE,2021-02-21 16:56,2021-10-29 09:12,Greystones,GuestRoom,TemperatureSensor,Nubia Red Magic 5S,None,None,cautiously0boorish1pack1paper0,201.215.235.109,7dy5ik5jehbnn5yc
7o9pj1z,XCW,2022-04-05 13:58,2022-05-13 01:31,Larne,Familyroom,VisionAndImaging Sensor,Honor 8X/Max,None,None,dreamily0madly100magic0,192.168.0.108,jkn28jqtzca7n03l
4pxixsq,WRV,2022-02-01 19:34,2021-11-02 21:09,Dungannon,Bedroom,PressureSensor,Honor 30S,None,None,certainly0scintillating100jail1,192.168.0.108,2k02b713l8le1fge
heoaz6k,PZA,2021-02-11 08:57,2021-05-02 05:45,Drogheda,Bedroom,TemperatureSensor,HTC ThunderBolt,None,None,anyway0solid0plan1throat1,192.168.0.108,579lg1xn57234tam
spdptd7,QAR,2021-01-29 20:38,2021-05-26 18:43,Ashbourne,Diningroom,RadiationSensor,Honor 7S,None,None,yearly1super000quiver0,192.168.0.108,olhnp0uuzkec6y1m
ydskbyf,PZA,2021-02-09 00:28,2022-02-26 01:00,Lisburn,#REF!,PositionSensor,HTC One SV,None,None,truthfully0adventurous001mark1,192.168.0.108,b1k0vea1fk017q9m
3jl16w5,SLZ,2021-04-11 03:26,2021-06-24 22:48,Swords,#REF!,ProximitySensor,Huawei Nova 3i/P Smart+,None,None,playfully1axiomatic101harbor0,192.168.0.108,73yj6owur5ph8kd8
i6mgcdf,FVC,2021-05-21 20:29,2021-09-08 10:27,Tullamore,GuestRoom,ProximitySensor,Nokia 5.4,None,None,tenderly1dreary000coil0,201.215.235.109,b1k0vea1fk017q9m
ybyz6sz,HKX,2021-04-16 04:35,2022-05-11 08:21,Limavady,GuestRoom,FlawSensor,Asus ZenFone Max Plus M1,None,None,energetically0TRUE0tremble1home1,201.215.235.109,ut79tod87tkvjybf
6k1cz8o,FVC,2021-12-15 16:28,2022-02-18 01:39,Athlone,Frontyard,ParticleSensor,Asus ROG Phone 5,None,None,furiously1kindly101self0,201.215.235.109,9qtq727b3kcpvkb4
wtvnosm,BCX,2022-01-14 08:09,2021-11-01 08:59,Bray,Kitchen,MotionSensor,Honor 4 Play,None,None,scarcely0sharp1flow1clover0,#N/A,ncehkqabojjqj3y7
h7y5z8q,EZY,2021-07-27 12:27,2021-01-31 17:56,Ballymena,Familyroom,PressureSensor,HTC Exodus 1,None,None,obnoxiously0determined1describe1corn0,201.215.235.109,7t2vi1n3xssih0qa
kngqfnd,EZY,2022-02-08 01:27,2021-11-16 09:47,Dungannon,Basement,RadiationSensor,Honor 4 Play,None,None,unaccountably1fearless101number0,201.215.235.109,ts9neu8jvhvlkmpx
c4cangq,XCW,2022-05-01 14:18,2021-11-20 08:03,Galway,Basement,FlawSensor,Nubia Red Magic 3s,None,None,playfully1sweet000argument1,192.168.0.108,qjfg1kokj9pqw4gm
idapmrz,GHC,2021-07-26 13:12,2021-02-01 17:46,Enniskillen,Livingroom,ContactSensor,Samsung Galaxy S1,None,None,fortunately0nappy101condition1,201.215.235.109,k8seh1oh00wsfmv5
iqp6hyo,WJN,2021-01-09 07:06,2021-03-03 12:02,Omagh,Basement,MotionSensor,Sony Xperia 1,None,None,warmly0spiky1unite1servant0,192.168.0.108,x8k2fx39v29xlz2l
tdbbpuh,HKX,2021-02-10 12:49,2021-09-15 20:25,Bray,Diningroom,FlameSensor,Asus PadFone Infinity,None,None,innocently0hard-to-find000egg1,201.215.235.109,azlm1vc3jxvdj59f
8le0vtx,PKD,2021-08-29 13:53,2021-08-14 21:50,#REF!,GuestRoom,ProximitySensor,HTC Legend,None,None,crossly1kindly1desert0dime0,50.109.201.254,tojeh43l2jcm86jh
h48y0cr,UWS,2022-03-25 09:59,2022-02-04 20:07,Cookstown,Bathroom,LeakSensor,Asus Pegasus (X002),None,None,inquisitively1gullible0identify0pear1,192.168.0.108,wwc5rq2o0ju197if
z4lnq09,EZY,2021-11-03 08:12,2021-11-05 15:38,Mullingar,Basement,FlawSensor,Sony Xperia L4,None,None,cautiously1splendid0greet0scale0,201.215.235.109,wmqfhg9thbqblysd
kksqo8e,HAB,2021-04-06 17:07,2021-12-28 12:32,Laytown-Bettystown-Mornington,Diningroom,TemperatureSensor,Samsung Galaxy M02,None,None,properly1bizarre0muddle1property0,201.215.235.109,hwi477v0z35qjt8o
oohb682,WRV,2021-12-19 10:12,2021-03-29 13:21,Newry,Familyroom,ParticleSensor,HTC Desire 20+,None,None,instead1mature100thunder0,192.168.0.108,ueht498angrv3ci7
tgjrbcx,WRV,2022-02-18 20:16,2021-06-18 00:46,Portlaoise,Diningroom,MotionSensor,Asus PadFone S/X,None,None,basically1five0squeak1spark0,192.168.0.108,3rfv057vluihv3az
c970kz3,KTC,2022-03-17 02:26,2021-04-07 05:23,Tralee,#REF!,ParticleSensor,Sony Xperia XZ,None,None,fervently1grieving0use1shirt0,201.215.235.109,knmf3vubnsfem4xr
l4mey23,JNU,2021-06-06 20:04,2021-04-30 10:19,Malahide,Livingroom,ProximitySensor,Huawei Nova 6/5G/SE,None,None,diligently0military001sock1,201.215.235.109,9qtq727b3kcpvkb4
1xzjfeo,SLZ,2022-02-04 21:22,2022-02-14 08:12,Bangor,Familyroom,MetalSensor,HTC One XC,None,None,punctually1hellish0knit0suggestion0,192.168.0.108,tel62pqk5l2yjfy3
epmlqd2,PCS,2022-04-17 02:54,2021-07-01 18:24,Cookstown,Diningroom,RadiationSensor,HTC One S C2,None,None,loyally0ill-fated000sense1,188.247.201.145,hwi477v0z35qjt8o
2akkwa1,PXK,2021-06-17 23:07,2021-07-06 17:29,Balbriggan,Frontyard,MotionSensor,Nokia 7.2,None,None,regularly0elated0copy0activity1,192.168.0.108,3v7p8lvfbcpu48r8
43wcyya,GRM,2022-01-14 15:16,2021-11-14 17:00,Strabane,GuestRoom,FlawSensor,Huawei Nova 4e,None,None,kiddingly1tacky1sparkle0pull0,201.215.235.109,ghm2g4zmsp6ynxx0
mln9cy3,EZY,2021-03-31 09:42,2022-05-06 17:19,Larne,Bedroom,MetalSensor,Honor Note 8,None,None,partially0vagabond001rake1,201.215.235.109,hwi477v0z35qjt8o
p9x2r7m,PCS,2021-06-01 19:21,2021-01-30 07:19,Kilkenny,Livingroom,LevelSensor,Samsung Galaxy Note FE,None,None,forth0special1request1club1,188.247.201.145,cqcho4z61zck6qvl
hthq9j1,GRM,2021-10-03 23:39,2021-07-12 13:16,Ballymena,Backyard,MetalSensor,Samsung Galaxy Alpha,None,None,anyway1lame000letters0,201.215.235.109,yjw5lo35byc5hdxp
aafjvpi,BCX,2021-07-13 02:39,2021-07-02 20:12,Malahide,Basement,FlawSensor,Huawei Nova 7i,None,None,hourly1nonstop1whirl0crib0,#N/A,3ut45e0b8uq1i0wo
2otskvi,KTC,2021-05-27 03:13,2022-03-03 23:44,Balbriggan,#REF!,PhotoelectricSensor,HTC One S,None,None,regularly1ripe000minute0,201.215.235.109,2k02b713l8le1fge
aepofbh,MHE,2021-07-22 02:33,2022-01-18 08:16,Carrigaline,Backyard,PressureSensor,Oppo Find 7/7a,None,None,crazily1friendly100honey0,201.215.235.109,ee7iao8t9o6ki77e
x3m6hp8,WRV,2021-12-13 16:17,2022-03-22 10:27,Ashbourne,Livingroom,TemperatureSensor,HTC One S C2,None,None,truly1military0paddle0weight0,192.168.0.108,m5mb9ns6fby8usbq
k38jlns,ETF,2021-05-26 00:47,2022-02-01 08:17,Clonmel,Livingroom,PressureSensor,HTC Desire HD,None,None,busily1terrific100yak1,201.215.235.109,7dy5ik5jehbnn5yc
g4uam12,THA,2022-05-14 02:56,2022-06-02 13:40,Drogheda,Diningroom,PhotoelectricSensor,Huawei Nova 4e,None,None,sheepishly1faint001shirt0,192.168.0.108,trge3fb3wlkx54fv
sxcmj7z,ETF,2021-06-17 10:38,2022-02-17 06:31,Mallow,Diningroom,FlawSensor,Nokia C20/G10,None,None,madly0nifty0inform1lettuce0,201.215.235.109,q04dz7qzqnatqjnd
zquq8o1,WZP,2021-10-04 00:13,2021-02-14 22:00,Waterford,Livingroom,TemperatureSensor,Sony Xperia 5 II,None,None,crazily1eager100fruit1,192.168.0.108,k8seh1oh00wsfmv5
cjzcz2l,UFF,2022-02-18 05:05,2021-06-30 21:52,Midleton,Frontyard,PositionSensor,OnePlus 3,None,None,crossly1pointless0transport1haircut0,192.168.0.108,61lplzylaj3rc6ej
1yk4w8g,JNU,2021-11-21 17:29,2021-05-07 13:12,Belfast,GuestRoom,RadiationSensor,OnePlus 2,None,None,widely0lively1shiver0zebra1,201.215.235.109,yjw5lo35byc5hdxp
jzi1qog,MHE,2022-03-25 20:14,2021-11-13 13:24,Ashbourne,Kitchen,VisionAndImaging Sensor,Honor 4C,None,None,truly1milky000stretch1,201.215.235.109,y655amu5rcrrq49n
hha80k0,PXK,2022-01-09 03:19,2021-01-03 03:55,Laytown-Bettystown-Mornington,Kitchen,LevelSensor,Huawei Nova/Plus,None,None,else1difficult100sheep1,192.168.0.108,ulglcbmlf0bbhgpb
s5xzqzp,GRM,2022-06-01 21:01,2021-03-29 14:05,Omagh,Basement,PositionSensor,HTC One A9s,None,None,unabashedly1dependent0file1crib1,201.215.235.109,m5mb9ns6fby8usbq
lqejleu,WZP,2021-09-19 00:51,2021-12-02 21:22,Castlebar,Bedroom,RadiationSensor,Samsung Galaxy A10,None,None,however0labored001pig1,192.168.0.108,hgo1gi21sxma4nqr
8bvuuww,WJN,2021-09-24 05:00,2022-01-01 08:13,Dundalk,Kitchen,MotionSensor,Nokia 5.1 Plus,None,None,greatly0envious100rock1,192.168.0.108,kj0a1jq8i9xmga68
c3tu5vv,MHE,2021-01-20 03:58,2022-04-15 07:34,Swords,#REF!,PhotoelectricSensor,Samsung Galaxy Xcover 4s,None,None,possibly1abject1squeak0cause0,201.215.235.109,qjfg1kokj9pqw4gm
ma8u74w,LYC,2021-11-12 03:45,2022-01-02 01:55,Carrickfergus,Bedroom,PhotoelectricSensor,Samsung Galaxy A51 5G UW,None,None,intently0receptive0blush0flesh1,201.215.235.109,yemz3zhla9vdq9xx
z3inbdw,QAR,2021-02-06 23:17,2022-01-11 18:03,Mullingar,Kitchen,VisionAndImaging Sensor,Nubia Z11 mini S,None,None,else1hellish1man1spark1,192.168.0.108,trge3fb3wlkx54fv
uzwfp0n,FLF,2021-04-19 18:19,2021-05-29 04:37,Ballymena,Basement,PressureSensor,Nubia Red Magic 6/Pro,None,None,sympathetically0disgusted1observe0duck0,201.215.235.109,q04dz7qzqnatqjnd
no33jma,UFF,2022-04-22 15:33,2021-08-03 13:07,Arklow,Bathroom,LevelSensor,Samsung Galaxy S2,None,None,regularly1depressed0wash0paper1,192.168.0.108,rnmazdpc2ds6ypoj
1xi24ba,GRM,2021-12-17 14:02,2021-12-29 18:53,Banbridge,Familyroom,LeakSensor,Honor 5c,None,None,repeatedly1malicious000reading1,201.215.235.109,b1k0vea1fk017q9m
6me60bq,QAR,2021-01-03 09:59,2021-05-15 10:29,Greystones,Diningroom,RadiationSensor,Honor X10,None,None,worriedly0madly1describe1number0,192.168.0.108,a73nl81qp33ij1ia
ylkiwxh,FVC,2021-11-29 18:59,2022-04-24 02:10,Balbriggan,Bedroom,TemperatureSensor,Nubia Z17s,None,None,tediously0like000zebra1,201.215.235.109,o4hiuz5h630jvi8v
uwhi9lo,FLF,2021-09-15 01:01,2021-09-02 14:26,Laytown-Bettystown-Mornington,Livingroom,MetalSensor,Nubia Prague S,None,None,madly1squalid100pies1,201.215.235.109,apneovwjunmfhf6v
ysoo4kf,FRE,2022-01-04 05:55,2021-07-29 08:22,Tullamore,GuestRoom,VisionAndImaging Sensor,Huawei Nova 7 SE 5G Youth,None,None,abnormally0simplistic000scale1,201.215.235.109,trge3fb3wlkx54fv
8fwbm7c,LYC,2021-09-06 10:25,2021-01-03 23:09,Tullamore,Frontyard,ContactSensor,Sony Xperia Pro,None,None,occasionally0spiky1admire0apparatus1,201.215.235.109,kj0a1jq8i9xmga68
rfphfoe,FRE,2021-01-30 04:36,2022-03-16 14:02,Cobh,GuestRoom,LeakSensor,Nokia 8,None,None,needily0selfish1spot1hair1,201.215.235.109,s6jcxnfn8ck7uiyz
0ur8vvh,PCS,2021-09-21 19:51,2021-10-08 08:18,Sligo,Garage,FlawSensor,Oppo A92,None,None,almost0nebulous0settle1jail1,188.247.201.145,n336d0kj387ysry3
kmu3uw7,FRE,2022-03-16 17:01,2021-04-11 21:41,Dungannon,Diningroom,RadiationSensor,Nubia Prague S,None,None,silently0proud1describe1apparatus1,201.215.235.109,ghm2g4zmsp6ynxx0
